Source,Target,Type,Weight
messi,gracias,Undirected,1
gracias,ganar,Undirected,2
ganar,importante,Undirected,1
importante,mundo,Undirected,1
mundo,contestar,Undirected,1
contestar,vos,Undirected,1
vos,gracias,Undirected,1
ganar,mundial,Undirected,1
pity,muñeco,Undirected,1
comparando,acción,Undirected,1
acción,abortar,Undirected,1
abortar,fumar,Undirected,1
fumar,contrastando,Undirected,1
contrastando,acción,Undirected,1
acción,prohibir,Undirected,1
prohibir,permitir,Undirected,1
permitir,entender,Undirected,1
entender,chairos,Undirected,1
ayuso,intentan,Undirected,1
intentan,distanciarse,Undirected,1
distanciarse,vox,Undirected,1
vox,desgaste,Undirected,1
desgaste,pp,Undirected,1
pp,aborto,Undirected,1
aborto,romper,Undirected,1
romper,renunciar,Undirected,1
renunciar,apoyo,Undirected,1
porqué,importa,Undirected,1
importa,gente,Undirected,1
gente,paro,Undirected,1
paro,etc,Undirected,1
cgpj,via,Undirected,1
cosa,jamás,Undirected,1
jamás,maduró,Undirected,1
maduró,vientre,Undirected,1
vientre,madre,Undirected,1
madre,sistema,Undirected,1
sistema,nervioso,Undirected,1
nervioso,neuronas,Undirected,1
neuronas,aisladas,Undirected,1
señor,elnpais,Undirected,1
elnpais,orden,Undirected,1
orden,balurdo,Undirected,1
balurdo,presidente,Undirected,1
presidente,duque,Undirected,1
duque,gobierno,Undirected,1
gobierno,meses,Undirected,1
meses,asuma,Undirected,1
asuma,derrota,Undirected,1
derrota,gallardia,Undirected,1
asegura,reforma,Undirected,1
reforma,ies,Undirected,1
ies,sagasta,Undirected,1
sagasta,empeño,Undirected,1
empeño,capellán,Undirected,1
capellán,hubiese,Undirected,1
hubiese,gobernado,Undirected,1
gobernado,pp,Undirected,1
pp,administración,Undirected,1
administración,general,Undirected,1
general,habría,Undirected,1
habría,financiado,Undirected,1
financiado,íntegramente,Undirected,1
íntegramente,trabajos,Undirected,1
trabajos,asegurado,Undirected,1
asegurado,domínguez,Undirected,1
mierda,hinchamos,Undirected,1
hinchamos,gallardo,Undirected,1
messi,jajajja,Undirected,1
keylor,reencuentro,Undirected,1
crees,iban,Undirected,1
iban,durar,Undirected,1
durar,elecciones,Undirected,1
elecciones,acostumbrar,Undirected,1
acostumbrar,personal,Undirected,1
personal,políticamente,Undirected,1
políticamente,incorrecto,Undirected,1
pudimos,libro,Undirected,2
libro,leído,Undirected,2
leído,caso,Undirected,1
caso,demasiados,Undirected,1
pido,intervengan,Undirected,1
intervengan,manden,Undirected,1
manden,fregar,Undirected,1
saque,matriz,Undirected,1
matriz,hijos,Undirected,1
feminismo,misandrico,Undirected,1
misandrico,aboga,Undirected,1
aboga,igualdad,Undirected,2
mujer,progresismo,Undirected,1
progresismo,vive,Undirected,1
vive,incentinando,Undirected,1
incentinando,ideologías,Undirected,1
ideologías,mujeres,Undirected,1
mujeres,comunidades,Undirected,1
comunidades,gay,Undirected,1
apoyan,libertad,Undirected,1
expresión,prensa,Undirected,1
engañen,aborto,Undirected,1
derecho,acabar,Undirected,1
vida,yocongallardo,Undirected,1
mira,llevamos,Undirected,1
llevamos,par,Undirected,1
par,señoros,Undirected,1
señoros,pp,Undirected,1
probablemente,messi,Undirected,1
vs,dejenme,Undirected,1
veo,recuerdo,Undirected,1
recuerdo,chavistas,Undirected,1
chavistas,ponen,Undirected,1
ponen,chama,Undirected,1
chama,discutir,Undirected,1
discutir,base,Undirected,1
españa,tremendo,Undirected,1
tremendo,despiste,Undirected,1
despiste,munuera,Undirected,1
munuera,montero,Undirected,1
montero,atónito,Undirected,1
atónito,molinón,Undirected,1
molinón,elmundoinforma,Undirected,1
elmundoinforma,españa,Undirected,1
alineaciones,confirmadas,Undirected,1
confirmadas,marcelo,Undirected,1
gallardo,eligió,Undirected,1
eligió,riyadh,Undirected,1
season,enfrentar,Undirected,1
psg,espera,Undirected,1
espera,partidazo,Undirected,1
ley,reconoce,Undirected,1
reconoce,hombres,Undirected,1
hombres,derechos,Undirected,1
igualdad,tarea,Undirected,1
tarea,pendiente,Undirected,1
pendiente,sociedad,Undirected,1
sociedad,garantizar,Undirected,1
garantizar,personas,Undirected,1
personas,independientemente,Undirected,1
independientemente,género,Undirected,1
género,puedan,Undirected,1
puedan,acceder,Undirected,1
acceder,derechos,Undirected,1
derechos,filolabutpl,Undirected,1
gallardo,riverr,Undirected,1
ah,messi,Undirected,1
ronaldo,idea,Undirected,1
ronaldo,jugando,Undirected,1
partido,arabia,Undirected,1
arabia,gallardo,Undirected,1
dirigiendo,jaja,Undirected,1
jaja,levantate,Undirected,1
levantate,pibe,Undirected,1
pibe,arranca,Undirected,1
debio,condón,Undirected,1
condón,pastillas,Undirected,1
vas,golpe,Undirected,1
golpe,puedes,Undirected,1
puedes,tomar,Undirected,1
tomar,golpe,Undirected,1
mentiras,aznar,Undirected,1
aznar,invaden,Undirected,1
invaden,pp,Undirected,1
ayuso,feijoo,Undirected,1
feijoo,siguen,Undirected,1
siguen,consignas,Undirected,1
consignas,trumpistas,Undirected,1
embarazo,afecta,Undirected,1
afecta,física,Undirected,1
física,psicológicamente,Undirected,1
psicológicamente,personas,Undirected,1
personas,falso,Undirected,1
falso,aborto,Undirected,1
aborto,dejase,Undirected,1
dejase,manos,Undirected,1
manos,padres,Undirected,1
padres,habría,Undirected,1
pp,roi,Undirected,1
quitarle,hijos,Undirected,1
hijos,darlos,Undirected,1
darlos,adopción,Undirected,1
adopción,pareja,Undirected,1
pareja,quiera,Undirected,1
quiera,necesite,Undirected,1
necesite,afectivamente,Undirected,1
afectivamente,asesina,Undirected,1
asesina,potencial,Undirected,1
madre,latido,Undirected,1
latido,fetal,Undirected,1
fetal,momento,Undirected,1
momento,estás,Undirected,1
embarazada,ayuda,Undirected,1
ayuda,mujer,Undirected,1
mujer,cambie,Undirected,1
cambie,opinión,Undirected,1
opinión,bienvenido,Undirected,1
dejar,trabajar,Undirected,1
realidad,quieren,Undirected,1
quieren,corregir,Undirected,1
corregir,derechos,Undirected,1
chepas,salió,Undirected,1
salió,idem,Undirected,1
idem,plantar,Undirected,1
plantar,arroz,Undirected,1
arroz,años,Undirected,1
uuuff,pinta,Undirected,1
pinta,trabajadora,Undirected,1
imaginas,gana,Undirected,1
gana,duelo,Undirected,1
duelo,messi,Undirected,2
messi,pasar,Undirected,1
pasar,recordemos,Undirected,1
recordemos,psg,Undirected,1
psg,abajo,Undirected,1
abajo,verga,Undirected,1
verga,equipo,Undirected,1
equipo,árabes,Undirected,1
árabes,mística,Undirected,1
mística,gallardo,Undirected,1
t,amo,Undirected,1
deja,qué,Undirected,1
demos,oxígeno,Undirected,1
oxígeno,psoe,Undirected,1
psoe,socio,Undirected,1
socio,mohamed,Undirected,1
humano,concepción,Undirected,1
concepción,perro,Undirected,1
perro,águila,Undirected,1
elecciones,ojalá,Undirected,1
ojalá,vox,Undirected,1
vox,pondría,Undirected,1
pondría,escaños,Undirected,1
tren,vino,Undirected,1
vino,llega,Undirected,1
llega,zonas,Undirected,1
zonas,vinicolas,Undirected,1
vinicolas,cerró,Undirected,1
cerró,líneas,Undirected,1
líneas,férreas,Undirected,1
férreas,transversales,Undirected,1
transversales,vertebraban,Undirected,1
vertebraban,españa,Undirected,1
españa,interior,Undirected,1
interior,vemos,Undirected,1
vemos,consecuencias,Undirected,1
consecuencias,despoblación,Undirected,1
despoblación,tierra,Undirected,1
tierra,deberia,Undirected,1
deberia,votar,Undirected,1
votar,jamás,Undirected,1
interesante,análisis,Undirected,1
análisis,político,Undirected,1
gol,gallardo,Undirected,1
gallardo,anoten,Undirected,1
psiquiatra,quiera,Undirected,1
quiera,caso,Undirected,1
caso,mujer,Undirected,1
messi,bastará,Undirected,1
bastará,hacerme,Undirected,1
hacerme,feliz,Undirected,1
amigo,leído,Undirected,1
leído,programa,Undirected,1
vox,cargar,Undirected,1
cargar,democracia,Undirected,1
democracia,contrario,Undirected,1
contrario,sánchez,Undirected,1
cargado,gobierna,Undirected,1
gobierna,autócrata,Undirected,1
autócrata,vox,Undirected,1
vox,revertirá,Undirected,1
revertirá,pensiones,Undirected,1
pensiones,pagar,Undirected,1
pagar,irpf,Undirected,1
irpf,ejemplo,Undirected,1
sábado,estaremos,Undirected,1
estaremos,candidata,Undirected,1
candidata,plaza,Undirected,1
plaza,antigua,Undirected,1
antigua,iglesia,Undirected,1
san,lucas,Undirected,1
lucas,evangelista,Undirected,1
evangelista,bendecir,Undirected,1
bendecir,mascotas,Undirected,1
mascotas,san,Undirected,1
san,antón,Undirected,1
antón,villanuevadelpardillo,Undirected,1
ana,guarinos,Undirected,1
guarinos,elegida,Undirected,1
elegida,pp,Undirected,1
pp,recuperar,Undirected,1
recuperar,alcaldía,Undirected,1
alcaldía,guadalajara,Undirected,1
hdp,cosa,Undirected,1
cosa,nacen,Undirected,1
nacen,tratan,Undirected,1
entiende,juramento,Undirected,1
juramento,defender,Undirected,1
vida,pacientes,Undirected,1
pacientes,paciente,Undirected,1
paciente,hacerse,Undirected,1
hacerse,aborto,Undirected,1
aborto,razones,Undirected,1
razones,decisión,Undirected,1
decisión,salud,Undirected,1
salud,fisica,Undirected,1
fisica,mental,Undirected,1
mental,contravia,Undirected,1
contravia,justamente,Undirected,1
justamente,defender,Undirected,1
psoe,capacitado,Undirected,1
capacitado,único,Undirected,1
único,gobierno,Undirected,1
gobierno,fortalecerá,Undirected,1
fortalecerá,españa,Undirected,1
pp,votamos,Undirected,1
votamos,encontra,Undirected,1
encontra,leyes,Undirected,1
leyes,ayudar,Undirected,1
ayudar,ciudadanos,Undirected,1
jajajajajaja,decirles,Undirected,1
decirles,verdades,Undirected,1
verdades,discriminador,Undirected,1
discriminador,limeña,Undirected,1
limeña,peruanos,Undirected,1
peruanos,igualdad,Undirected,1
ley,mayoría,Undirected,1
mayoría,sur,Undirected,1
sur,bestias,Undirected,1
bestias,ignorantes,Undirected,1
ignorantes,elegir,Undirected,1
elegir,representantes,Undirected,1
representantes,culpa,Undirected,1
vox,cañas,Undirected,1
cañas,derecha,Undirected,1
derecha,loca,Undirected,1
loca,perdida,Undirected,1
perdida,pollo,Undirected,1
pollo,cabeza,Undirected,1
cabeza,pegándose,Undirected,1
rico,compro,Undirected,1
compro,pp,Undirected,1
feijoo,habló,Undirected,1
habló,coches,Undirected,1
coches,repercusión,Undirected,1
repercusión,garzón,Undirected,1
polémica,crean,Undirected,2
crean,proponen,Undirected,1
proponen,normal,Undirected,1
normal,positivo,Undirected,1
positivo,proponer,Undirected,1
proponer,escuchar,Undirected,1
corazón,quieres,Undirected,1
quieres,tienes,Undirected,1
tienes,polémica,Undirected,1
crean,resto,Undirected,1
resto,partidos,Undirected,1
partidos,resto,Undirected,1
resto,vale,Undirected,1
vale,pp,Undirected,1
pp,esperaba,Undirected,1
esperaba,país,Undirected,1
país,tuertos,Undirected,1
queda,echemos,Undirected,1
echemos,urnas,Undirected,1
lapataa,continue,Undirected,1
mentiras,prensa,Undirected,1
prensa,cuyo,Undirected,1
cuyo,dueño,Undirected,1
dueño,oligarca,Undirected,1
oligarca,sánchez,Undirected,1
ocultar,darse,Undirected,1
darse,españoles,Undirected,1
españoles,hartísimos,Undirected,1
hartísimos,bipartidismo,Undirected,1
años,montado,Undirected,1
montado,vivir,Undirected,1
vivir,reyes,Undirected,1
reyes,falte,Undirected,1
falte,puesto,Undirected,1
trabajo,remunerado,Undirected,1
remunerado,psoe,Undirected,1
sr,losantos,Undirected,1
losantos,controlar,Undirected,1
controlar,desprecio,Undirected,1
desprecio,componentes,Undirected,1
componentes,vox,Undirected,1
vox,soberbia,Undirected,1
soberbia,anula,Undirected,1
anula,mínimo,Undirected,1
sentido,objetivo,Undirected,1
objetivo,debería,Undirected,1
debería,emplear,Undirected,1
emplear,profesión,Undirected,1
profesión,gusta,Undirected,1
gusta,escuchar,Undirected,1
escuchar,menosprecia,Undirected,1
menosprecia,humilla,Undirected,1
di,jóvenes,Undirected,1
jóvenes,futuro,Undirected,1
futuro,mundo,Undirected,1
mundo,siento,Undirected,1
siento,tranquilo,Undirected,1
tranquilo,sabiendo,Undirected,1
sabiendo,votaréis,Undirected,1
votaréis,vox,Undirected,1
izquierda,rancia,Undirected,1
rancia,aborregar,Undirected,1
hora,escaparme,Undirected,1
escaparme,laburo,Undirected,1
laburo,messi,Undirected,1
losantos,importante,Undirected,1
importante,estandarte,Undirected,1
estandarte,bola,Undirected,1
bola,gusta,Undirected,1
gusta,toca,Undirected,1
huevos,impredecible,Undirected,1
impredecible,resto,Undirected,1
resto,corral,Undirected,1
corral,mediático,Undirected,1
pp,aprueba,Undirected,2
aprueba,iniciativas,Undirected,2
iniciativas,congreso,Undirected,2
congreso,parlamentos,Undirected,2
parlamentos,autonómicos,Undirected,2
autonómicos,ayuntamientos,Undirected,2
ayuntamientos,tiempo,Undirected,2
tiempo,presenta,Undirected,2
presenta,iniciativas,Undirected,2
iniciativas,cambiando,Undirected,2
cambiando,coma,Undirected,2
coma,disimular,Undirected,2
disimular,peperos,Undirected,2
peperos,ideas,Undirected,2
ideas,vagos,Undirected,2
hora,jugamos,Undirected,1
cobarde,votos,Undirected,9
vox,abandone,Undirected,9
abandone,leyes,Undirected,9
leyes,puta,Undirected,9
puta,izquierda,Undirected,9
izquierda,contrario,Undirected,9
contrario,vayan,Undirected,9
vayan,puta,Undirected,9
mierda,volveré,Undirected,9
volveré,votar,Undirected,9
votar,cobardes,Undirected,9
cobardes,partido,Undirected,9
popular,nariz,Undirected,9
nariz,tapada,Undirected,9
tapada,psoe,Undirected,9
psoe,agencias,Undirected,9
agencias,colocaciones,Undirected,9
colocaciones,vagos,Undirected,9
guardan,redes,Undirected,1
sociales,psg,Undirected,1
psg,confirmó,Undirected,1
confirmó,alineación,Undirected,1
alineación,enfrentar,Undirected,1
season,cuadro,Undirected,1
cuadro,francés,Undirected,1
francés,artillería,Undirected,1
artillería,enfrentar,Undirected,1
enfrentar,conjunto,Undirected,1
conjunto,marcelo,Undirected,1
gallardo,partidazo,Undirected,1
partidazo,king,Undirected,1
international,stadium,Undirected,1
pity,jajajaja,Undirected,1
jajajaja,falopa,Undirected,1
falopa,hermosa,Undirected,1
hermosa,rompió,Undirected,1
rompió,matrix,Undirected,1
matrix,literalmente,Undirected,1
impresentable,pagamos,Undirected,1
pagamos,pagamos,Undirected,1
pagamos,iglesia,Undirected,1
iglesia,fascista,Undirected,1
fascista,busca,Undirected,1
busca,enriquecerse,Undirected,1
enriquecerse,contribuir,Undirected,1
contribuir,enriquezcan,Undirected,1
enriquezcan,enriquecidos,Undirected,1
enriquecidos,costa,Undirected,1
costa,pobres,Undirected,1
pobres,trabajadores,Undirected,1
trabajadores,medios,Undirected,1
medios,responsabilidad,Undirected,1
responsabilidad,pp,Undirected,1
repito,qué,Undirected,1
perdió,viejaaaaa,Undirected,1
viejaaaaa,fantasmaaaaa,Undirected,1
canal,transmite,Undirected,1
centrista,centrado,Undirected,1
centrado,seguir,Undirected,1
seguir,votando,Undirected,1
vox,despúes,Undirected,1
despúes,ataques,Undirected,1
ataques,aborto,Undirected,1
aborto,ilusión,Undirected,1
ilusión,cabe,Undirected,1
softonic,público,Undirected,1
público,critican,Undirected,1
critican,precios,Undirected,1
precios,mercadona,Undirected,1
mercadona,allá,Undirected,1
allá,comprarle,Undirected,1
comprarle,quejan,Undirected,1
quejan,blandito,Undirected,1
blandito,pp,Undirected,1
votan,llama,Undirected,1
llama,oferta,Undirected,1
cosas,diga,Undirected,1
diga,fascistas,Undirected,1
vox,dicha,Undirected,1
gobierno,comunidad,Undirected,1
madrid,encuestas,Undirected,1
encuestas,cumplen,Undirected,1
cumplen,gobierno,Undirected,1
gobierno,coalicion,Undirected,1
coalicion,pp,Undirected,1
ayuso,curso,Undirected,1
curso,pactar,Undirected,1
vox,morir,Undirected,1
morir,intento,Undirected,1
intento,equivocado,Undirected,1
sanchez,presidente,Undirected,1
gobierno,jode,Undirected,1
hombres,manteniendo,Undirected,1
manteniendo,mujeres,Undirected,1
dudo,niñas,Undirected,1
violadas,practique,Undirected,1
practique,aborto,Undirected,1
aborto,justificación,Undirected,1
justificación,calentura,Undirected,1
calentura,tecnología,Undirected,1
tecnología,responsable,Undirected,1
sexualidad,contagiarse,Undirected,1
defiende,territorio,Undirected,1
territorio,hostil,Undirected,1
hostil,tve,Undirected,1
tve,debería,Undirected,1
debería,serlo,Undirected,1
serlo,televisión,Undirected,1
televisión,españoles,Undirected,1
españoles,pagamos,Undirected,1
pagamos,resulta,Undirected,1
resulta,voz,Undirected,1
voz,amo,Undirected,1
amo,telepedrito,Undirected,1
telepedrito,teamvox,Undirected,1
vox,cobardia,Undirected,1
cobardia,pp,Undirected,1
pp,elloss,Undirected,1
elloss,cobardess,Undirected,1
cobardess,conn,Undirected,1
conn,lass,Undirected,1
lass,localess,Undirected,1
localess,impressiónn,Undirected,1
impressiónn,diran,Undirected,1
diran,otross,Undirected,1
otross,motivos,Undirected,1
motivos,ssaben,Undirected,1
ssaben,ssobrass,Undirected,1
ssobrass,listass,Undirected,1
listass,esspaña,Undirected,1
esspaña,hassta,Undirected,1
hassta,spapaletas,Undirected,1
spapaletas,hechas,Undirected,1
hechas,ssegunn,Undirected,1
miran,hechos,Undirected,1
hechos,desconoce,Undirected,1
desconoce,motivos,Undirected,1
motivos,agresión,Undirected,1
moreno,puto,Undirected,1
puto,pesao,Undirected,1
pesao,mascarillas,Undirected,1
votara,votaría,Undirected,1
votaría,vox,Undirected,1
punto,interesante,Undirected,1
interesante,emplear,Undirected,1
emplear,termosolar,Undirected,1
termosolar,directamente,Undirected,1
directamente,generar,Undirected,1
generar,calor,Undirected,1
calor,industrial,Undirected,1
industrial,proyecto,Undirected,1
proyecto,pregunto,Undirected,1
pregunto,competitiva,Undirected,1
competitiva,fotovoltaica,Undirected,1
fotovoltaica,bombas,Undirected,1
bombas,calor,Undirected,1
calor,industriales,Undirected,1
franquito,españa,Undirected,1
españa,isla,Undirected,1
isla,pp,Undirected,1
pp,añora,Undirected,1
moderado,moderado,Undirected,1
costado,pesos,Undirected,1
pesos,años,Undirected,1
años,gobernó,Undirected,1
gobernó,partido,Undirected,1
partido,anteriores,Undirected,1
mayores,golpistas,Undirected,1
golpistas,franco,Undirected,1
comunismo,receta,Undirected,1
receta,adios,Undirected,1
adios,libertad,Undirected,1
señor,mañueco,Undirected,1
mañueco,estás,Undirected,1
estás,perdiendo,Undirected,1
perdiendo,credibilidad,Undirected,1
credibilidad,centralidad,Undirected,1
centralidad,vox,Undirected,1
hará,fascista,Undirected,1
fascista,saludo,Undirected,1
pity,suplente,Undirected,2
suplente,gallardo,Undirected,1
dios,paciencia,Undirected,1
