Source,Target,Type
culeras,quieren,Undirected
quieren,cargar,Undirected
cargar,pendejas,Undirected
pendejas,igualdad,Undirected
igualdad,quieren,Undirected
quieren,fácil,Undirected
fácil,verga,Undirected
bruselas,desoye,Undirected
desoye,petición,Undirected
petición,pp,Undirected
pp,castigar,Undirected
castigar,españa,Undirected
españa,vuelve,Undirected
vuelve,exigirle,Undirected
exigirle,desbloquee,Undirected
desbloquee,cgpj,Undirected
cgpj,vía,Undirected
fútbol,mundial,Undirected
mundial,gallardo,Undirected
gallardo,dirigiendo,Undirected
dirigiendo,cristiano,Undirected
gallardo,messi,Undirected
messi,cancha,Undirected
cancha,tremendo,Undirected
jajajaja,gallardo,Undirected
gallardo,dirigir,Undirected
dirigir,ronaldo,Undirected
ronaldo,pity,Undirected
pity,messi,Undirected
messi,demencia,Undirected
dato,interesante,Undirected
interesante,fuente,Undirected
fuente,investigación,Undirected
investigación,empírica,Undirected
empírica,gustaría,Undirected
gustaría,conocerla,Undirected
paranormal,fantasma,Undirected
fantasma,tweets,Undirected
tweets,parecido,Undirected
parecido,transcripción,Undirected
transcripción,psicofonía,Undirected
selecciones,logré,Undirected
logré,vender,Undirected
derechita,cobarde,Undirected
cobarde,votos,Undirected
votos,vox,Undirected
vox,abandone,Undirected
abandone,leyes,Undirected
leyes,puta,Undirected
puta,izquierda,Undirected
izquierda,contrario,Undirected
contrario,vayan,Undirected
vayan,puta,Undirected
puta,mierda,Undirected
mierda,volveré,Undirected
volveré,votar,Undirected
votar,cobardes,Undirected
cobardes,partido,Undirected
partido,popular,Undirected
popular,nariz,Undirected
nariz,tapada,Undirected
tapada,psoe,Undirected
psoe,agencias,Undirected
agencias,colocaciones,Undirected
colocaciones,vagos,Undirected
siga,page,Undirected
page,prometió,Undirected
prometió,recuperar,Undirected
recuperar,carrera,Undirected
carrera,profesional,Undirected
profesional,sanitarios,Undirected
sanitarios,sescam,Undirected
sescam,ponerla,Undirected
ponerla,marcha,Undirected
marcha,años,Undirected
años,engañando,Undirected
engañando,personal,Undirected
personal,page,Undirected
page,sánchez,Undirected
sánchez,psoe,Undirected
nah,interés,Undirected
interés,vidas,Undirected
vidas,amasijo,Undirected
amasijo,informe,Undirected
informe,células,Undirected
células,funcionan,Undirected
funcionan,autómatas,Undirected
autómatas,vivas,Undirected
vivas,personas,Undirected
personas,humanas,Undirected
humanas,barcaza,Undirected
pantallazo,drogas,Undirected
drogas,secas,Undirected
secas,drogas,Undirected
drogas,legales,Undirected
legales,países,Undirected
países,bajos,Undirected
votos,falta,Undirected
falta,equivocar,Undirected
equivocar,siguen,Undirected
macarena,olona,Undirected
olona,vox,Undirected
vox,partido,Undirected
partido,abascal,Undirected
abascal,cae,Undirected
cae,picado,Undirected
picado,encuestas,Undirected
encuestas,anuncian,Undirected
anuncian,desaparición,Undirected
cuéntales,pagan,Undirected
piensan,pedofilos,Undirected
pedofilos,duggan,Undirected
duggan,pasto,Undirected
pasto,totalmente,Undirected
enferma,mental,Undirected
pp,vox,Undirected
vox,gobernar,Undirected
gobernar,españa,Undirected
españa,sacar,Undirected
sacar,frankestein,Undirected
frankestein,frankeatein,Undirected
frankeatein,vol,Undirected
vol,eta,Undirected
eta,gobernar,Undirected
gobernar,destrucción,Undirected
destrucción,españa,Undirected
teoría,gallardo,Undirected
gallardo,obligaron,Undirected
obligaron,dirigir,Undirected
dirigir,secuestrados,Undirected
secuestrados,biscay,Undirected
biscay,buján,Undirected
contradicción,favor,Undirected
favor,aborto,Undirected
aborto,cuerpo,Undirected
cuerpo,decisión,Undirected
decisión,quiero,Undirected
quiero,bebé,Undirected
bebé,feto,Undirected
feto,vida,Undirected
vida,enferman,Undirected
enferman,salen,Undirected
salen,buscar,Undirected
buscar,medicación,Undirected
medicación,morirse,Undirected
morirse,pudranse,Undirected
pudranse,ojalá,Undirected
ojalá,mueran,Undirected
mueran,cure,Undirected
llegada,equipo,Undirected
equipo,marcelo,Undirected
marcelo,daniel,Undirected
daniel,gallardo,Undirected
gallardo,cristiano,Undirected
cristiano,ronaldo,Undirected
ronaldo,bandera,Undirected
teniendo,panorama,Undirected
panorama,actual,Undirected
actual,error,Undirected
error,elche,Undirected
elche,entrara,Undirected
entrara,gobierno,Undirected
gobierno,esté,Undirected
esté,vox,Undirected
vox,gobierno,Undirected
gobierno,psoe,Undirected
psoe,elche,Undirected
elche,ideal,Undirected
ideal,difícil,Undirected
difícil,ambas,Undirected
ambas,formaciones,Undirected
formaciones,sumen,Undirected
sumen,mayoría,Undirected
mayoría,necesario,Undirected
necesario,tercer,Undirected
tercer,partido,Undirected
izquierda,actualmente,Undirected
actualmente,totalmente,Undirected
totalmente,carmena,Undirected
carmena,habido,Undirected
habido,error,Undirected
error,ley,Undirected
ley,q,Undirected
q,corregirlo,Undirected
corregirlo,montero,Undirected
montero,quedará,Undirected
quedará,quedando,Undirected
quedando,soberbia,Undirected
concepto,confunde,Undirected
confunde,feministas,Undirected
feministas,desgracia,Undirected
desgracia,igualdad,Undirected
igualdad,géneros,Undirected
géneros,generó,Undirected
generó,violencia,Undirected
violencia,defendió,Undirected
defendió,defenderse,Undirected
defenderse,agresiva,Undirected
gallardo,paso,Undirected
paso,dirigir,Undirected
dirigir,brian,Undirected
brian,romero,Undirected
romero,cristiano,Undirected
cristiano,meses,Undirected
meses,jskfjjaja,Undirected
jskfjjaja,sentido,Undirected
vuelve,dirigir,Undirected
dirigir,vuelve,Undirected
vuelve,dirigir,Undirected
dirigir,marcelo,Undirected
marcelo,daniel,Undirected
daniel,gallardo,Undirected
gallardo,sonrie,Undirected
sonrie,redonda,Undirected
redonda,festeja,Undirected
festeja,esférico,Undirected
esférico,revivió,Undirected
revivió,fulvo,Undirected
cariño,gnomo,Undirected
gnomo,cantidad,Undirected
cantidad,chistoso,Undirected
chistoso,gente,Undirected
gente,apoya,Undirected
apoya,encuestas,Undirected
pp,vox,Undirected
vox,quieren,Undirected
quieren,acabar,Undirected
acabar,servicio,Undirected
servicio,relaciones,Undirected
relaciones,laborales,Undirected
laborales,castilla,Undirected
castilla,león,Undirected
león,serla,Undirected
serla,servicio,Undirected
servicio,mediación,Undirected
mediación,laboral,Undirected
laboral,surgido,Undirected
surgido,fruto,Undirected
fruto,éxito,Undirected
éxito,diálogosocial,Undirected
diálogosocial,procedimientos,Undirected
procedimientos,conciliación,Undirected
conciliación,conflictos,Undirected
conflictos,ahorra,Undirected
ahorra,costosos,Undirected
costosos,litigios,Undirected
guillotinas,funcionamiento,Undirected
funcionamiento,corbata,Undirected
sabía,ponerme,Undirected
ponerme,puse,Undirected
puse,gafas,Undirected
gafas,ilusionante,Undirected
ilusionante,pp,Undirected
haría,tuviera,Undirected
tuviera,potestad,Undirected
objetivos,llegar,Undirected
llegar,onu,Undirected
onu,vetos,Undirected
vetos,concienciándonos,Undirected
concienciándonos,gobierno,Undirected
gobierno,mundial,Undirected
mundial,países,Undirected
países,igualdad,Undirected
igualdad,eliminación,Undirected
eliminación,derecho,Undirected
derecho,veto,Undirected
veto,eeuu,Undirected
eeuu,rusia,Undirected
rusia,china,Undirected
china,francia,Undirected
francia,reino,Undirected
reino,unido,Undirected
unido,onu,Undirected
onu,firma,Undirected
firma,petición,Undirected
manporreros,cs,Undirected
cs,basura,Undirected
basura,bloqueado,Undirected
bloqueado,corrupción,Undirected
corrupción,pp,Undirected
pp,espacio,Undirected
espacio,fascistas,Undirected
amenaza,derechos,Undirected
derechos,humanos,Undirected
humanos,protocolo,Undirected
protocolo,provida,Undirected
provida,cyl,Undirected
veo,único,Undirected
único,pediría,Undirected
pediría,hicieras,Undirected
hicieras,ministerio,Undirected
ministerio,igualdad,Undirected
igualdad,rectificaras,Undirected
rectificaras,energía,Undirected
energía,nuclear,Undirected
nuclear,importante,Undirected
importante,objetivos,Undirected
objetivos,climáticos,Undirected
climáticos,rectificar,Undirected
rectificar,sabios,Undirected
sabios,falta,Undirected
falta,recuerde,Undirected
libertad,comunismo,Undirected
serio,autobombo,Undirected
autobombo,supera,Undirected
supera,límites,Undirected
límites,servís,Undirected
puntos,quita,Undirected
quita,pirata,Undirected
cristiano,chances,Undirected
chances,ganar,Undirected
ganar,psg,Undirected
psg,realidad,Undirected
realidad,viene,Undirected
viene,goleada,Undirected
goleada,humillar,Undirected
humillar,cristiano,Undirected
cristiano,digo,Undirected
digo,messi,Undirected
messi,mbappe,Undirected
mbappe,miedo,Undirected
actualidad,pp,Undirected
pp,condenado,Undirected
condenado,corrupción,Undirected
puro,humo,Undirected
humo,hinchada,Undirected
hinchada,futbol,Undirected
futbol,femenino,Undirected
femenino,gusta,Undirected
felicidades,ley,Undirected
ley,montero,Undirected
montero,superado,Undirected
superado,rebajas,Undirected
rebajas,condena,Undirected
condena,excarcelaciones,Undirected
actual,psoe,Undirected
psoe,erc,Undirected
erc,bildu,Undirected
bildu,terrible,Undirected
querían,sumar,Undirected
sumar,costa,Undirected
costa,mismísimo,Undirected
mismísimo,gallardo,Undirected
gallardo,interesa,Undirected
interesa,esté,Undirected
ojalá,miyo,Undirected
pp,vox,Undirected
vox,gobernar,Undirected
gobernar,españa,Undirected
españa,sacar,Undirected
sacar,frankestein,Undirected
frankestein,frankeatein,Undirected
frankeatein,vol,Undirected
vol,eta,Undirected
eta,gobernar,Undirected
gobernar,destrucción,Undirected
destrucción,españa,Undirected
criminales,etarras,Undirected
etarras,bananeros,Undirected
bananeros,desaparecer,Undirected
desaparecer,siglo,Undirected
siglo,seguir,Undirected
seguir,criminales,Undirected
criminales,etarras,Undirected
etarras,separatas,Undirected
grave,realidad,Undirected
realidad,d,Undirected
d,filicidio,Undirected
aborto,llaman,Undirected
llaman,salud,Undirected
salud,sexual,Undirected
sexual,sano,Undirected
sano,matar,Undirected
matar,niño,Undirected
niño,enfermos,Undirected
debut,cristiano,Undirected
cristiano,ronaldo,Undirected
ronaldo,fútbol,Undirected
fútbol,árabe,Undirected
árabe,técnicamente,Undirected
técnicamente,messi,Undirected
messi,marcelo,Undirected
marcelo,gallardo,Undirected
gallardo,dt,Undirected
dt,espectáculo,Undirected
espectáculo,deportivo,Undirected
deportivo,lindo,Undirected
limpieza,fuerte,Undirected
fuerte,gobierno,Undirected
gobierno,pp,Undirected
xqe,marroquís,Undirected
marroquís,protege,Undirected
protege,capitán,Undirected
capitán,ayer,Undirected
ayer,cope,Undirected
cope,dejaron,Undirected
dejaron,tenian,Undirected
tenian,proteger,Undirected
proteger,niñas,Undirected
niñas,juerga,Undirected
juerga,comunista,Undirected
comunista,interesa,Undirected
enikó,gyóri,Undirected
gyóri,embajadora,Undirected
embajadora,hungría,Undirected
hungría,españa,Undirected
españa,actualidad,Undirected
actualidad,forma,Undirected
forma,fidesz,Undirected
fidesz,partido,Undirected
partido,presidente,Undirected
presidente,viktor,Undirected
viktor,orban,Undirected
banda,vivis,Undirected
vivis,cardenales,Undirected
cardenales,aportáis,Undirected
aportáis,sociedad,Undirected
sociedad,costaría,Undirected
costaría,barbaridad,Undirected
barbaridad,tenéis,Undirected
tenéis,vergüenza,Undirected
vergüenza,vox,Undirected
vox,abascal,Undirected
abascal,marquesito,Undirected
derechita,cobarde,Undirected
cobarde,votos,Undirected
votos,vox,Undirected
vox,abandone,Undirected
abandone,leyes,Undirected
leyes,puta,Undirected
puta,izquierda,Undirected
izquierda,contrario,Undirected
contrario,vayan,Undirected
vayan,puta,Undirected
puta,mierda,Undirected
mierda,volveré,Undirected
volveré,votar,Undirected
votar,cobardes,Undirected
cobardes,partido,Undirected
partido,popular,Undirected
popular,nariz,Undirected
nariz,tapada,Undirected
tapada,psoe,Undirected
psoe,agencias,Undirected
agencias,colocaciones,Undirected
colocaciones,vagos,Undirected
defender,vida,Undirected
vida,extremo,Undirected
extremo,fomentar,Undirected
fomentar,aborto,Undirected
aborto,libre,Undirected
libre,desarrollado,Undirected
electrodomésticos,listado,Undirected
listado,poh,Undirected
poh,banda,Undirected
banda,escencial,Undirected
escencial,música,Undirected
música,chilena,Undirected
guarden,gana,Undirected
gana,equipo,Undirected
equipo,gallardo,Undirected
gallardo,mufa,Undirected
mufa,cr,Undirected
cr,q,Undirected
q,messi,Undirected
messi,mbappe,Undirected
mbappe,juntos,Undirected
juntos,pierden,Undirected
pierden,árabes,Undirected
árabes,lógico,Undirected
lógico,q,Undirected
q,psg,Undirected
psg,gane,Undirected
gane,estrellas,Undirected
vox,votado,Undirected
votado,jamas,Undirected
jamas,proyectos,Undirected
proyectos,querido,Undirected
querido,sacar,Undirected
sacar,izquierda,Undirected
izquierda,periodistas,Undirected
periodistas,mierda,Undirected
mierda,digo,Undirected
digo,vox,Undirected
vox,unico,Undirected
unico,voto,Undirected
voto,favor,Undirected
favor,pagarles,Undirected
pagarles,sanitarios,Undirected
sanitarios,andalucia,Undirected
andalucia,querian,Undirected
querian,pagar,Undirected
pagar,extra,Undirected
extra,pp,Undirected
pp,c,Undirected
c,s,Undirected
jajajja,facha,Undirected
facha,fascista,Undirected
bananismo,puro,Undirected
puro,desequilibradas,Undirected
desequilibradas,emocionales,Undirected
pp,abstiene,Undirected
messi,cristiano,Undirected
cristiano,gallardo,Undirected
gallardo,lindo,Undirected
lindo,fulboool,Undirected
pobre,gentes,Undirected
presentacion,oficial,Undirected
oficial,videito,Undirected
videito,messi,Undirected
messi,gallardo,Undirected
gallardo,river,Undirected
river,mamen,Undirected
mamen,soretes,Undirected
soretes,mamen,Undirected
violadores,favorecidos,Undirected
favorecidos,cientos,Undirected
cientos,mujeres,Undirected
mujeres,vuelto,Undirected
vuelto,pasar,Undirected
pasar,miedo,Undirected
miedo,gracias,Undirected
gracias,nefastas,Undirected
nefastas,leyes,Undirected
leyes,soberbia,Undirected
esperando,partido,Undirected
partido,psg,Undirected
psg,nassr,Undirected
nassr,cristiano,Undirected
cristiano,gallardo,Undirected
gallardo,dt,Undirected
hablando,gallardo,Undirected
gallardo,messi,Undirected
messi,pity,Undirected
pity,mala,Undirected
mala,leche,Undirected
leche,tuvimos,Undirected
tuvimos,entró,Undirected
entró,remate,Undirected
remate,fantastico,Undirected
fantastico,pity,Undirected
pity,mundial,Undirected
mundial,clubes,Undirected
clubes,barca,Undirected
barca,momento,Undirected
momento,muerto,Undirected
muerto,iba,Undirected
iba,gol,Undirected
gol,totalmente,Undirected
totalmente,out,Undirected
out,of,Undirected
of,context,Undirected
estáis,decís,Undirected
decís,pretendía,Undirected
pretendía,murcia,Undirected
murcia,cyl,Undirected
diga,q,Undirected
q,diga,Undirected
diga,dará,Undirected
dará,culpa,Undirected
culpa,contestar,Undirected
hubiera,manos,Undirected
manos,pa,Undirected
pa,recibir,Undirected
recibir,golpes,Undirected
harina,doña,Undirected
doña,goya,Undirected
goya,rica,Undirected
rica,pan,Undirected
necesito,saludo,Undirected
saludo,messi,Undirected
messi,gallardo,Undirected
gallardo,favorrrr,Undirected
comparto,demichelis,Undirected
demichelis,recien,Undirected
recien,llega,Undirected
llega,jugaron,Undirected
jugaron,par,Undirected
par,amistosos,Undirected
amistosos,jugadores,Undirected
jugadores,jugaron,Undirected
jugaron,estilo,Undirected
estilo,gallardo,Undirected
gallardo,ayer,Undirected
ayer,river,Undirected
river,jugadores,Undirected
jugadores,olvidan,Undirected
olvidan,ideas,Undirected
ideas,espera,Undirected
espera,pasen,Undirected
pasen,meses,Undirected
meses,estilo,Undirected
estilo,demichelis,Undirected
comisión,igualdad,Undirected
igualdad,sustantiva,Undirected
sustantiva,género,Undirected
género,redes,Undirected
redes,sociales,Undirected
sociales,facebook,Undirected
facebook,instagram,Undirected
instagram,twitter,Undirected
twitter,congresojaldigital,Undirected
congresojaldigital,jaliscoinformado,Undirected
jaliscoinformado,congresojalisco,Undirected
congresojalisco,lxiiilegislatura,Undirected
sayas,hablar,Undirected
hablar,traición,Undirected
traición,montón,Undirected
gobierno,psoe,Undirected
psoe,extremista,Undirected
extremista,apoyo,Undirected
apoyo,eurodiputada,Undirected
eurodiputada,origen,Undirected
origen,marroquí,Undirected
marroquí,ligada,Undirected
ligada,extrema,Undirected
extrema,derecha,Undirected
derecha,marroquí,Undirected
marroquí,espionaje,Undirected
incontables,víctimas,Undirected
víctimas,virus,Undirected
virus,anuló,Undirected
anuló,racionalidad,Undirected
racionalidad,despertó,Undirected
despertó,emociones,Undirected
emociones,negativas,Undirected
negativas,tanta,Undirected
tanta,gente,Undirected
gente,odio,Undirected
odio,ira,Undirected
ira,resentimiento,Undirected
resentimiento,frustración,Undirected
frustración,paso,Undirected
